2.30811,
134.173,
227.182,
336.969,
423.929,
3770.52,
4473.99,
4377.96,
4655.62,
4904.18,
5246.24,
4982,
14183.5,
14665.5,
14769.9,
15408.3,
15325.7,
14294.4,
15449.7,
16307.1,
17606.6,
17361.1,
18341,
16961.4,
16525.6,
17450.7,
15864.6,
17680.1,
18907.8,
18149,
17640.9,
17040,
16948.3,
17158.1,
17935.9,
17380.3,
18328.6,
18068.9,
18052.6,
17735.1,
18220.4,
17784,
19148.3,
18708.3,
18294.2,
17926.3,
19140.5,
19256,
18972.9,
18226.3,
19234.3,
22317,
22142.4,
23273.8,
23325.3,
23428.1,
22854.2,
23504.1,
23582.5,
22907.5,
23429.7,
22871.7,
21673.9,
22727.9,
22781.5,
23089.2,
24273.9,
22937.1,
23838,
22651.5,
23879.3,
23423.1,
24005.9,
24372.7,
23483.7,
24801.3,
24085.3,
23418.1,
24943.7,
27687.5,
26302.4,
27818.5,
28706.7,
28776.9,
27956.4,
27211.4,
28186.4,
27784.5,
26778.3,
27474.4,
28139,
28697.1,
29387.4,
29100.4,
29260,
29110.5,
29216.1,
28647.8,
29278.8,
31106.5,
31506.2,
29772,
31225,
30328.3,
30005.3,
31699.8,
30001.3,
30242.7,
30136.8,
32155.3,
29500.1,
30641.5,
31105.6,
30596.9,
30906.7,
32645.6,
31128.3,
31697.2,
31719.2,
31844,
32167.6,
31703.3,
31730.8,
30781.6,
30760.2,
32047.2,
32062.3,
31823.6,
34094.7,
33844.2,
33792.8,
32781.8,
32336.8,
32567.1,
33836.4,
33272,
32637.7,
31887.6,
33291.8,
34157.5,
34419.5,
33138.8,
32618.9,
34013.7,
33602,
33306.8,
32304.4,
32270,
33500.3,
34179.4,
32100.7,
33982.1,
33835.9,
35281.3,
35067.6,
35789,
34494.3,
35174.7,
35192.8,
35788.9,
34236.3,
35138,
34481.1,
36320,
36752.3,
37827.4,
35059.9,
35569,
36343,
35530.6,
36433,
35404.8,
35449.6,
34854.2,
36566.9,
37114,
36378.9,
39718.6,
36993.2,
36087.8,
37762.4,
36708.8,
36288.5,
37045,
39835.4,
38923.6,
37388,
41148.3,
40872.3,
39568.9,
40390.6,
41832.6,
42675.2,
40483.8,
40531.2,
41932.6,
40090.7,
42205.4,
40575,
41363.9,
41840.2,
40823.7,
42746,
40245.9,
40652.7,
41322.5,
40494.8,
42185,
41439.3,
41237.8,
41785.5,
42827.8,
41047.7,
41764.3,
41986.5,
42221.9,
43242.6,
42911.6,
42154.4,
42937.3,
42733,
41017,
42490.1,
43791.5,
41824.2,
41904.7,
41380,
43116.2,
43450.3,
41514.1,
42502.1,
42774.4,
42151.4,
42576.9,
42219,
41090.7,
42499.1,
42173.5,
41577,
42063.2,
42884.2,
41104.6,
41729.6,
41936.9,
41536.9,
43169,
41924.5,
41993.6,
42239.8,
43740.7,
41342.3,
43172.5,
43574.4,
41313.3,
42517.3,
42795.2,
43494.1,
41234.1,
42985.2,
42001.1,
43725.9,
40539.3,
41580.4,
42436.7,
42291.3,
41576.7,
42401.3,
42493.9,
43536,
42550.1,
41810,
42760.5,
43309.8,
44146.2,
42667.9,
43227.3,
42228.7,
44113.7,
43840.2,
44078.3,
45523.6,
46211.9,
46125.2,
45664.1,
45093.9,
45041.2,
44079.3,
45096.5,
46806.8,
44633.8,
45774.5,
46876.1,
45205.1,
43496.9,
46562.6,
45291.5,
43863.7,
45950.3,
45223.9,
44585,
45048.2,
44894.5,
46932.2,
47233.6,
46411.7,
46505.6,
48027.5,
47960.2,
46651.2,
47504.4,
47588,
47342.5,
47307.6,
46511.5,
48253.1,
47027.5,
46311.6,
47448.3,
48167,
48678.4,
46996.7,
46541.9,
45895.8,
46242.2,
48082.9,
48109.5,
48112.2,
46677.6,
47300.2,
48537,
49385.3,
46804.8,
47102.5,
48748.6,
48169.9,
48012.6,
49791.6,
46875.5,
48707.5,
51381.8,
53354.9,
53362.6,
54371.6,
52543.2,
53834.1,
54731.5,
54405.7,
54668.9,
53331.9,
54303.6,
54186.8,
52862.5,
53702.7,
52816.9,
53863.4,
53980.6,
53975.4,
52048.4,
53505.9,
53544.8,
53194.4,
53656.7,
54000.4,
55045,
52370.2,
53125,
52909.4,
53619.7,
55177.7,
52516.6,
54647.1,
55019.3,
55096.8,
53450,
54416.3,
54181.6,
54579.8,
53763.3,
54515.2,
53665.8,
53170.2,
52338.7,
53397.5,
56213.4,
54578,
53014.4,
54132.9,
53957.9,
53940.1,
54021.3,
53983.4,
54753.7,
54293.9,
53640.9,
55476.4,
54850,
56115.9,
53641.2,
53426.4,
53600.3,
56047.3,
53504.8,
55332.4,
54257.8,
54147.3,
53483.3,
55074.2,
54580.7,
55457.3,
54023.3,
52765.9,
54355.4,
54691.9,
52748.8,
53785.4,
55676.7,
56093.6,
54654,
54631,
54983.7,
53405.4,
55320.6,
56513.1,
54030.7,
54490.3,
54994.4,
55371.9,
52574.8,
54375.7,
55776,
54337.4,
53360.3,
53294.3,
55464.7,
54717.9,
54609.8,
55561.3,
53854.5,
54713.4,
54384.4,
55028.1,
55269.5,
56223.5,
54620.7,
55230.3,
56081.7,
54665.6,
54080.4,
55193.3,
56193.3,
54493.4,
55062,
56201.9,
54086.5,
54585.3,
55453.5,
54399.7,
55160.1,
53911.2,
56878.7,
54382.7,
56128.9,
54266.3,
56357.7,
55691.4,
56545.4,
56045.5,
57854.6,
56808,
60338.3,
60291.8,
60158.3,
60181,
61829.5,
59946.4,
60636.3,
56663.1,
58137.8,
57671.8,
58504.1,
59726.7,
58263.6,
58727.7,
58482,
60680.2,
57540.1,
58536.3,
59655.5,
59601.5,
60132.3,
58962.3,
57216.8,
59471.4,
57691,
58965.3,
60430.9,
60089,
58622.8,
60370.6,
60835.4,
59634.7,
59773.8,
60291,
59884.6,
60388.3,
59619.2,
58440.2,
59803.7,
59089.2,
59340.6,
60051.1,
59319.6,
59328.5,
61060,
66518.5,
73735.9,
76156.6,
75487.2,
75176.7,
74276.2,
77407,
74880.9,
75958.5,
76740.2,
77406,
73302.2,
72729.6,
75598.3,
75727.9,
74869.1,
77176.6,
75250.8,
77543.3,
75921.2,
75184.5,
75931.9,
73605.9,
73473.5,
75238,
77971.1,
77597.8,
77539.1,
77043.8,
73020.1,
74669.8,
77263.1,
73535.2,
76922,
75757.9,
75929.8,
76038.9,
73751.2,
75526,
73364.7,
74200.2,
73877.2,
74582.1,
77747,
73385.3,
75018,
75104.7,
75954.7,
76111.7,
75907.7,
75865.8,
75993.6,
76707.5,
74126.5,
76135.7,
75483.8,
74745.5,
77061,
73985.3,
77158.4,
74107.3,
77053.5,
75104.1,
77518.3,
76043.3,
77168.1,
75488.5,
74520.9,
78199.6,
75949.2,
75154.2,
75876.9,
77452.6,
76459.2,
77101.7,
78452,
78630.4,
79005.2,
76765.1,
80024.7,
79621.6,
80410.5,
79939,
77239.8,
78177.9,
78400,
76728.5,
79637.6,
78308,
78920.5,
80022.1,
77253.1,
82636.7,
76386.3,
79736.3,
77875.4,
80255.2,
77383.9,
80034.2,
78452.3,
77074.6,
77060.5,
78475.7,
77097.2,
77544.7,
78755,
81853.4,
76965.1,
77908.7,
77168.4,
78574.1,
78201.6,
77541.3,
78494.9,
80430.8,
77790.6,
75360,
77035.5,
75878.4,
78305.1,
78932.9,
75074.4,
79494.9,
77876,
77300.2,
79965.8,
79756.2,
78162.4,
78701.8,
78872.1,
78818.3,
77516.5,
77311.7,
76262.5,
77951.2,
79300.5,
81529.1,
77625.9,
78445,
78054.6,
78000.2,
79147.7,
79428.1,
78751.6,
78678.5,
77947.5,
80553.3,
78469.3,
78847.6,
76580.7,
78818.4,
78565.8,
81510,
76342.8,
77650,
76359.1,
77372.9,
76170.1,
77882.5,
77979.6,
79107.1,
77699.7,
78839,
75407,
78989,
76005.4,
77559.1,
79393.2,
78197.8,
79138.9,
78206.1,
78152.2,
73733.8,
77229.4,
79230.3,
74956.7,
74531.4,
79268.5,
79578.1,
76122,
77074.4,
81025.8,
79073.5,
76501.6,
77560.4,
79361.8,
79313.4,
76232.8,
77289.5,
78349.4,
77470.9,
79200.3,
77719.9,
79277.7,
80988.7,
79471.1,
77389,
80118.8,
77833.6,
76228,
77166.1,
78376.9,
77918.4,
77362.1,
80006.5,
77689.3,
77095.4,
78164.8,
78161,
78678.9,
76188.3,
76025.7,
77246.4,
78003.6,
78530.7,
79452.4,
78292.9,
76940.2,
76984.8,
76917.8,
79787.8,
77509.4,
79541.1,
80232.4,
77244.5,
79775.1,
76936.4,
79788.7,
77830.6,
76131.6,
77553.5,
78225.6,
78326.2,
79027.1,
77355.6,
76617.7,
80204.7,
78160.4,
78346.1,
81396.8,
79677.1,
79865.7,
79806.5,
77383.5,
78997.1,
79701.1,
80320.7,
77642.9,
78471.3,
78283.8,
77862.4,
80047.4,
79394.8,
79501.7,
79673.3,
81861.5,
80309.1,
77226.7,
79759.6,
79665.6,
78064.7,
79024.8,
81541.9,
80299.1,
78371.5,
79570.4,
81939.8,
81321.6,
80719.7,
81006.1,
82168.5,
78954.8,
82892.5,
81043.5,
81071.8,
83625.5,
82669.3,
79613.7,
79786.2,
81107.3,
81540.4,
81931.8,
81778.4,
79475.2,
81488.1,
81670.4,
78858.3,
82269,
79623.7,
83213.4,
83212.8,
82082.3,
80128,
83543.2,
81087.2,
84097.6,
83438.5,
82959.3,
80216.5,
81176.9,
84007.7,
82961.9,
85165,
85169,
84649.4,
81974.8,
86315.6,
90294.4,
94822.6,
94172.9,
95815.8,
94224.4,
95190.6,
95718.1,
95603.3,
93147.9,
96445.1,
99361.1,
96653.8,
97159.8,
95618,
94733.9,
97292.2,
97177.5,
93451.8,
99288.8,
96116.4,
97431.9,
95646.7,
95034,
96087.5,
92701.8,
95874.1,
95416.7,
98383.2,
94171.1,
95175.3,
94445.1,
94617.6,
97391.3,
101072,
109969,
107074,
105924,
103881,
103261,
107162,
108346,
108162,
107165,
108131,
105737,
105949,
102625,
106880,
107697,
107308,
107770,
107167,
108992,
108504,
110872,
108486,
106285,
108181,
107080,
108327,
107814,
106810,
109795,
107612,
107443,
110183,
108528,
107889,
109355,
108760,
110092,
105752,
108362,
108480,
108462,
109015,
105423,
108370,
110455,
108108,
107629,
105456,
105850,
104455,
109992,
107469,
106905,
109876,
107019,
108086,
107205,
106771,
106572,
108895,
108459,
107101,
108401,
104969,
106199,
108038,
107839,
108133,
109710,
109724,
111435,
108765,
105393,
107197,
109219,
108324,
105561,
106931,
109463,
108124,
107806,
108247,
109151,
110378,
105063,
109152,
107640,
107051,
109335,
111183,
108102,
107863,
106204,
108166,
109827,
108837,
106142,
107791,
109138,
106889,
107743,
106201,
108995,
108432,
106032,
106628,
109087,
109112,
107759,
107830,
105789,
107112,
108234,
107984,
109172,
104211,
110220,
110938,
107781,
109157,
108865,
105206,
106037,
108053,
109144,
107281,
110979,
108265,
108919,
105895,
111001,
112110,
107357,
107901,
107606,
105840,
107204,
103835,
112129,
108541,
106948,
107497,
107062,
107309,
107009,
110100
