500,
1023.04,
1448.18,
1813.14,
2155.04,
2485.54,
2806.74,
3125.88,
3442.74,
3754.94,
4068.42,
4382.46,
4694.94,
5006.42,
5316.64,
5626.04,
5935.24,
6242.14,
6549.74,
6857.5,
7164.6,
7467.72,
7770.7,
8074.38,
8377.14,
8677.54,
8978.74,
9277.54,
9572.54,
9870.46,
10167.4,
10463.1,
10757.1,
11049.2,
11342,
11636.2,
11926.8,
12217.2,
12506.6,
12798.8,
13090.1,
13380.1,
13670.2,
13954.7,
14243.1,
14527.5,
14810.6,
15092.2,
15375.9,
15659.2,
15938.7,
16218,
16496.2,
16773.9,
17048.2,
17322.7,
17599.7,
17873.9,
18146.8,
18418.9,
18692.4,
18965,
19239,
19515.3,
19787.8,
20060.9,
20337.5,
20610.3,
20881.7,
21151.4,
21419.8,
21688.2,
21951,
22216.2,
22481,
22743,
23006.4,
23270.3,
23531.8,
23794.8,
24057.9,
24322.8,
24579.2,
24837.9,
25093.8,
25353.5,
25608.5,
25861.5,
26117.9,
26372.4,
26627.7,
26881.9,
27139.5,
27390.9,
27644.8,
27898.2,
28151.9,
28405.9,
28659.9,
28910.2,
29160.7,
29410.4,
29662.2,
29910.8,
30158,
30407,
30654.8,
30900.2,
31147.2,
31390.9,
31637.1,
31881,
32125,
32366.5,
32608.7,
32850.7,
33093.6,
33336.7,
33575.7,
33815.7,
34051.5,
34289.4,
34526.8,
34765.5,
34999.8,
35236.5,
35469.4,
35706,
35937.5,
36171,
36402.3,
36635.5,
36868.2,
37098.4,
37328.6,
37558.1,
37789.7,
38022.5,
38251.4,
38477.1,
38707.7,
38939.2,
39171.6,
39399.3,
39630.5,
39861,
40092.1,
40321.8,
40553.8,
40780.6,
41008.7,
41235.9,
41467.1,
41700.3,
41929.2,
42161.5,
42396.4,
42629.2,
42862,
43094.6,
43326.8,
43559.6,
43791.6,
44019.7,
44249.2,
44478.1,
44708.4,
44937.3,
45167.2,
45393.7,
45621.7,
45843.7,
46070,
46298.2,
46524.7,
46753.3,
46981.8,
47204.1,
47429,
47652.5,
47875.6,
48096,
48315.9,
48536.6,
48757.5,
48976.1,
49198,
49416.4,
49638.9,
49860.4,
50083,
50302.6,
50521.4,
50743.3,
50964.7,
51185,
51407.2,
51629.2,
51851.4,
52072.6,
52294.4,
52511.3,
52724.9,
52943,
53160,
53375.7,
53590.5,
53805.7,
54021.3,
54236.6,
54449,
54660.9,
54873.3,
55083.7,
55295.7,
55508.8,
55720.2,
55929.1,
56140,
56350,
56558.4,
56767.7,
56977.3,
57185.1,
57391.4,
57596.4,
57802,
58004.4,
58209.7,
58414.8,
58615.9,
58818.1,
59016.6,
59216.9,
59415.9,
59616.8,
59815.7,
60014.8,
60211,
60406.5,
60600.4,
60795.5,
60988.9,
61184.5,
61380.2,
61571.9,
61764.2,
61956.3,
62148.2,
62338.8,
62530.7,
62721.9,
62911.7,
63102.8,
63292.7,
63483.9,
63672.9,
63861.5,
64051.5,
64241,
64429,
64617,
64804.6,
64991.1,
65175.9,
65363.5,
65546.1,
65730.8,
65914.5,
66100.5,
66285.8,
66466.4,
66649.5,
66833.4,
67015.5,
67196.5,
67377.4,
67561.6,
67744.7,
67930.7,
68118.2,
68304.5,
68491.7,
68675.9,
68860.4,
69045.9,
69233,
69417.2,
69601,
69785.7,
69967.6,
70150.6,
70336.5,
70516.8,
70698.5,
70878.5,
71060.4,
71239.2,
71418.9,
71599.6,
71779.7,
71958.2,
72135,
72313.8,
72491.7,
72669.5,
72846.2,
73024.6,
73200.2,
73375.5,
73551.2,
73726.4,
73898.9,
74072.1,
74245.3,
74418.9,
74591.7,
74761.1,
74932.4,
75101.9,
75276.1,
75448.8,
75621.3,
75793.1,
75965.2,
76135.2,
76304.9,
76476,
76646.4,
76814,
76981.8,
77153.5,
77325.2,
77495,
77666.6,
77836.8,
78008,
78180.4,
78353.4,
78530,
78704.9,
78879.2,
79052.2,
79227.9,
79400.3,
79574.3,
79747,
79917.9,
80090.2,
80262.3,
80434.2,
80607,
80779,
80952.2,
81122.3,
81294.2,
81464.9,
81637.2,
81807.8,
81976.9,
82149.1,
82319.6,
82487.7,
82656.4,
82824.7,
82993.7,
83164.6,
83332.8,
83499.5,
83671.2,
83843.2,
84013.8,
84185.2,
84356.1,
84528.1,
84696.3,
84866.1,
85036.3,
85204.1,
85372.9,
85543.9,
85713.6,
85882.8,
86051.2,
86220.1,
86388.8,
86556.6,
86724.4,
86891.7,
87059.9,
87229.7,
87398.5,
87566.1,
87734.7,
87901.7,
88070.2,
88236.4,
88404.6,
88570.9,
88735,
88901.9,
89066.9,
89232.9,
89400.7,
89568.9,
89736.3,
89905.7,
90074.3,
90243.5,
90412.9,
90581.4,
90748.8,
90914.7,
91079.6,
91245.8,
91413,
91579.8,
91745.4,
91909.6,
92074.8,
92241.7,
92406.1,
92570.1,
92736.6,
92903.1,
93068.4,
93233.4,
93401.2,
93567.6,
93731.8,
93897.5,
94062.5,
94224.1,
94385.8,
94548.8,
94713.2,
94877.7,
95040.5,
95202.8,
95367.7,
95532.5,
95693.5,
95855.2,
96021.6,
96185.1,
96347.8,
96512.5,
96678,
96840.2,
97004.5,
97167.1,
97330.7,
97490.8,
97655.1,
97817.1,
97983.3,
98147.4,
98309.1,
98474.3,
98637.1,
98802.9,
98973.9,
99142.2,
99308.1,
99476.3,
99645.6,
99814.4,
99981.6,
100151,
100319,
100490,
100659,
100831,
101000,
101168,
101335,
101506,
101676,
101843,
102011,
102179,
102346,
102512,
102676,
102843,
103010,
103175,
103340,
103502,
103666,
103829,
103994,
104157,
104318,
104480,
104642,
104803,
104966,
105126,
105286,
105448,
105608,
105767,
105927,
106087,
106245,
106406,
106565,
106727,
106886,
107045,
107203,
107363,
107520,
107681,
107843,
108005,
108172,
108337,
108497,
108659,
108822,
108982,
109145,
109305,
109468,
109628,
109791,
109955,
110115,
110275,
110435,
110595,
110754,
110913,
111073,
111235,
111394,
111552,
111712,
111870,
112028,
112185,
112344,
112505,
112664,
112823,
112981,
113140,
113297,
113457,
113616,
113775,
113935,
114095,
114253,
114412,
114568,
114725,
114884,
115040,
115198,
115356,
115515,
115675,
115829,
115987,
116144,
116298,
116455,
116610,
116766,
116923,
117077,
117232,
117388,
117548,
117707,
117866,
118026,
118185,
118343,
118499,
118657,
118817,
118976,
119130,
119288,
119446,
119604,
119763,
119924,
120083,
120244,
120404,
120565,
120727,
120889,
121052,
121212,
121376,
121538,
121700,
121863,
122021,
122181,
122339,
122499,
122658,
122817,
122975,
123136,
123291,
123449,
123607,
123764,
123919,
124076,
124231,
124388,
124543,
124699,
124857,
125011,
125165,
125319,
125472,
125626,
125779,
125932,
126085,
126240,
126396,
126550,
126706,
126862,
127013,
127167,
127320,
127471,
127624,
127777,
127929,
128083,
128234,
128386,
128539,
128689,
128839,
128991,
129140,
129291,
129441,
129592,
129742,
129892,
130040,
130190,
130340,
130489,
130635,
130782,
130932,
131082,
131229,
131376,
131523,
131674,
131822,
131970,
132117,
132263,
132412,
132561,
132708,
132852,
132998,
133147,
133293,
133441,
133589,
133734,
133882,
134031,
134176,
134323,
134470,
134615,
134758,
134900,
135046,
135191,
135335,
135479,
135625,
135772,
135916,
136058,
136203,
136350,
136495,
136638,
136785,
136928,
137071,
137217,
137361,
137504,
137645,
137786,
137931,
138072,
138212,
138355,
138497,
138638,
138780,
138922,
139066,
139206,
139347,
139488,
139630,
139771,
139911,
140054,
140197,
140339,
140483,
140623,
140765,
140907,
141048,
141189,
141328,
141469,
141609,
141748,
141891,
142031,
142170,
142311,
142450,
142587,
142726,
142866,
143006,
143147,
143289,
143427,
143563,
143701,
143841,
143980,
144119,
144259,
144397,
144538,
144676,
144815,
144952,
145091,
145228,
145369,
145511,
145655,
145795,
145940,
146084,
146226,
146367,
146509,
146648,
146792,
146935,
147076,
147220,
147365,
147509,
147653,
147797,
147941,
148088,
148232,
148377,
148523,
148665,
148812,
148953,
149095,
149238,
149383,
149527,
149670,
149814,
149953,
150096,
150237,
150381,
150521,
150666,
150810,
150951,
151092,
151235,
151377,
151520,
151667,
151812,
151956,
152102,
152248,
152394,
152543,
152687,
152833,
152978,
153122,
153268,
153414,
153560,
153709,
153860,
154012,
154162,
154313,
154464,
154616,
154765,
154917,
155066,
155215,
155364,
155514,
155663,
155814,
155963,
156113,
156260,
156407,
156554,
156704,
156853,
157001,
157149,
157298,
157446,
157594,
157740,
157888,
158037,
158185,
158334,
158485,
158637,
158787,
158942,
159095,
159249,
159403,
159557,
159711,
159867,
160019,
160176,
160329,
160484,
160641,
160797,
160957,
161114,
161269,
161422,
161578,
161732,
161884,
162038,
162192,
162347,
162502,
162657,
162810,
162965,
163118,
163270,
163422,
163573,
163723,
163876,
164029,
164181,
164332,
164485,
164637,
164788,
164938,
165088,
165239,
165390,
165542,
165694,
165845,
165996,
166146,
166296,
166445,
166599,
166749,
166898,
167046,
167196,
167346,
167496,
167644,
167791,
167940,
168091,
168240,
168388,
168540,
168694,
168844,
168995,
169145,
169296,
169444,
169596,
169745,
169895,
170045,
170194,
170344,
170494,
170642,
170792,
170940,
171093,
171240,
171386,
171535,
171684,
171834,
171983,
172132,
172281,
172430,
172578,
172727,
172876,
173025,
173171,
173318,
173464,
173611,
173756,
173903,
174051,
174199,
174342,
174490,
174638,
174786,
174933,
175080,
175225,
175373,
175519,
175666,
175813,
175960,
176111,
176259,
176403,
176551,
176699,
176846,
176994,
177142,
177290,
177439,
177589,
177734,
177880,
178027,
178174,
178320,
178465,
178612,
178760,
178907,
179053,
179200,
179347,
179493,
179641,
179787,
179932,
180076,
180223,
180367,
180512
